racerId,driverId,predicted_final_position
1092,1,15.33
1007,832,21.54
1051,1,14.23
1032,154,14.16
1020,847,19.92
1023,20,6.8
1069,842,12.44
998,8,6.61
1020,842,8.37
1062,817,4.95
1087,4,12.19
1100,848,17.75
1107,4,13.43
1060,839,17.59
1042,815,15.83
1015,8,2.31
1038,1,14.19
1022,20,6.58
1020,1,14.37
1084,1,16.51
1026,844,12.13
1029,20,7.08
1047,8,3.18
1026,807,16.43
1058,815,16.5
1110,848,16.76
1094,1,16.24
1078,847,21.37
1094,817,5.27
1017,847,19.97
999,840,15.14
1075,807,16.24
1082,4,11.38
1012,842,7.24
1079,846,5.97
1059,815,16.6
1086,852,16.78
1000,1,14.2
1062,840,16.19
1013,9,31.02
1024,8,2.7
1086,815,14.07
1038,841,26.75
1055,839,15.64
1088,849,2.14
1108,852,16.77
1106,815,13.71
1029,817,5.64
1080,20,15.2
1098,815,16.21
1072,4,16.74
1027,154,12.93
997,4,18.13
1102,848,16.41
1023,842,13.63
1091,1,15.9
1004,830,19.26
1007,830,15.58
1070,830,15.49
1001,815,16.23
1022,841,26.19
1022,1,14.84
1057,817,5.63
1034,8,2.3
1043,830,16.66
1100,832,18.67
1041,826,15.81
1005,8,7.33
1102,840,14.37
1009,844,12.7
1008,839,20.24
1027,807,15.44
1005,20,5.39
1093,815,12.99
1019,817,3.59
1009,817,6.98
1060,854,19.71
1003,4,20.24
1007,840,15.41
1067,20,6.76
1093,822,20.17
1056,832,16.72
1054,832,18.29
1093,817,6.09
1001,817,5.0
1006,4,15.77
1024,807,14.71
1077,846,5.95
998,807,15.2
1019,848,15.56
1092,822,19.54
1109,844,8.98
1022,154,12.44
1025,815,13.81
1056,817,7.19
1092,20,6.01
1013,826,14.42
1019,842,4.7
1036,154,13.67
1004,825,12.25
1043,825,16.3
1067,817,5.44
1064,822,17.69
1001,830,15.76
1029,840,15.78
1064,830,15.39
1078,830,11.67
1040,20,8.27
1069,4,20.84
1109,842,12.98
1055,840,17.15
1059,839,18.59
1019,844,9.27
1022,8,2.25
1070,839,20.93
1002,830,16.86
1039,8,5.33
1018,1,17.23
1012,815,12.2
1003,815,16.05
1071,846,6.8
1070,840,16.01
1100,815,15.9
1078,4,17.32
997,807,17.25
1020,840,13.88
1101,840,14.07
1028,9,27.08
1007,154,12.99
1003,815,16.05
1042,847,21.03
1042,841,26.14
1070,817,7.64
1053,815,12.16
1099,844,14.7
1061,20,6.79
1008,828,4.54
1079,1,16.47
1040,832,13.9
1082,852,16.26
1106,1,16.45
1088,1,16.26
1051,817,8.3
1009,844,12.69
1052,817,4.45
1016,20,5.54
1010,1,15.81
1040,830,16.47
1038,846,6.2
1011,815,12.84
1036,825,17.31
1065,822,19.8
1014,822,18.5
1055,8,2.9
1106,807,15.63
1004,839,16.99
1101,1,14.88
1087,1,14.94
1107,830,12.95
1095,817,6.1
1079,839,19.18
1012,817,3.9
1047,830,15.21
999,8,4.77
1012,815,13.24
1042,825,16.39
1040,1,12.64
1061,841,25.88
1010,9,33.22
1035,842,10.73
1055,20,14.46
1031,8,2.6
1067,817,5.44
1077,830,12.73
1078,842,11.31
1047,815,13.7
1056,842,9.87
1026,842,11.84
1080,4,14.37
1075,849,2.36
1085,817,4.95
1029,20,12.27
1061,846,6.3
1088,4,17.2
1099,855,16.45
1032,841,29.9
1020,844,15.07
1086,1,16.46
1034,826,17.67
1001,4,12.53
1028,1,16.43
1102,807,16.16
1093,842,12.53
1013,815,16.8
1023,846,6.13
1036,815,17.09
1073,832,17.2
1018,847,44.76
1043,1,14.06
1007,815,14.16
1047,842,11.58
1018,817,7.15
1065,822,19.8
1063,822,21.98
1012,8,5.23
1039,846,5.86
1046,846,6.16
1096,825,15.93
1110,4,13.65
1005,20,17.86
1042,822,16.59
1003,844,15.53
1000,817,5.6
1046,839,19.29
998,840,14.83
1001,1,14.8
1063,844,13.54
1054,840,16.08
1009,828,6.26
1037,817,4.75
1003,840,15.62
1005,154,12.3
1027,1,14.81
1079,4,16.23
1064,840,16.79
1025,20,8.13
1100,1,16.29
1063,1,14.39
998,8,6.61
1009,20,5.84
1071,847,20.03
1102,847,15.79
1083,20,14.89
1096,840,13.75
1096,4,16.89
1021,807,16.73
1043,822,16.53
1010,815,13.32
1041,154,13.63
1110,844,9.38
1087,815,15.62
1102,840,14.37
1029,807,14.35
1067,1,16.53
1081,832,14.4
1021,848,17.42
1060,840,15.86
1034,8,2.3
1002,4,16.05
1064,844,11.69
1087,825,17.72
1085,4,14.47
1014,825,14.73
1080,20,5.57
1062,815,14.13
1013,154,13.45
1004,817,3.79
1074,844,9.03
997,840,15.72
1023,822,16.43
1088,855,14.95
1084,20,2.17
1004,807,16.36
1000,825,16.46
1019,20,6.72
1092,832,13.93
1059,4,17.13
1009,822,17.12
1063,830,14.88
1060,839,17.59
1044,822,21.89
1040,815,16.99
1062,817,4.95
1014,841,28.25
1053,1,15.31
1039,1,16.71
1037,848,12.35
1064,815,13.92
1108,846,6.95
1035,1,15.0
1035,841,28.97
1023,20,6.8
1091,848,17.78
1014,848,15.95
1056,841,32.92
1062,8,3.71
1051,844,14.35
1006,832,16.89
1057,822,21.38
1060,4,16.87
1005,1,14.11
1013,822,17.39
1079,815,16.71
1045,815,16.08
998,817,4.61
1070,8,2.92
1089,822,20.21
1100,825,17.85
1082,1,14.97
1010,8,4.09
1012,815,12.2
1058,4,16.94
1017,815,13.58
1067,4,16.61
1043,830,16.66
1020,817,5.2
1026,822,14.55
1025,815,13.81
1067,832,17.52
1104,830,12.88
1022,825,16.42
1085,20,7.03
1057,852,14.07
1054,8,2.67
1028,815,13.65
1022,807,16.15
1047,20,7.0
1065,9,25.92
1085,1,16.2
1021,822,19.55
999,815,13.57
1067,8,3.58
1081,825,17.09
1078,822,19.1
1065,9,25.92
1064,844,11.69
1074,840,13.99
1102,852,16.29
1093,817,6.09
1005,20,5.39
1055,847,22.03
1073,841,26.38
1094,840,16.3
1046,20,9.34
1091,20,15.26
1042,815,15.83
1000,1,12.02
1093,4,16.67
1023,8,4.07
1007,822,18.38
1038,8,2.45
1089,1,17.16
1096,4,17.11
1019,826,17.08
1100,822,45.54
1073,817,7.79
1015,822,17.28
1038,815,12.89
1044,1,15.2
1053,817,4.9
1044,844,13.42
1076,815,16.21
1083,20,6.24
1013,846,6.26
1024,832,18.09
1033,846,5.87
1080,846,6.41
1002,817,5.44
1086,20,5.63
1082,815,13.89
1051,832,17.43
1056,815,13.46
1092,852,14.56
1022,154,12.44
1014,847,21.5
1013,840,14.63
1091,846,6.95
1025,1,14.36
1027,822,18.71
1100,844,15.51
1013,840,14.63
1076,822,25.18
1107,1,16.55
1018,807,15.6
1039,842,13.62
1025,822,16.81
1085,4,16.05
1081,20,4.75
1019,154,13.48
1013,807,17.68
1102,815,15.48
1092,830,12.63
1023,154,19.49
1005,815,15.23
1005,825,16.79
1085,849,2.22
1008,830,17.76
1009,20,7.61
1024,1,15.65
1018,846,6.46
1047,8,3.18
1018,822,16.89
1083,817,5.72
1096,817,5.7
1074,815,14.41
1089,854,17.26
1073,822,17.89
1061,822,16.93
1046,822,20.08
1086,20,5.63
1061,844,9.58
1085,830,11.32
1005,8,4.1
1060,822,16.7
1077,817,5.03
1043,840,14.12
1095,825,16.33
1020,844,15.07
1084,832,18.4
1061,817,5.04
1026,8,3.18
1041,815,12.66
1016,815,13.31
1037,822,15.33
1072,8,7.7
1070,832,17.51
1088,815,17.14
1046,841,25.78
1000,4,19.21
1039,154,13.44
1074,842,11.95
1100,825,17.85
1034,840,12.73
1044,1,15.2
1089,822,20.21
1066,842,12.97
1100,1,16.29
1025,842,13.09
1100,1,16.29
1018,20,4.87
1106,839,17.41
1100,852,15.38
1056,1,15.32
1020,822,20.49
1052,822,20.47
1053,8,5.62
1006,4,15.77
1055,846,5.9
1096,848,17.95
1060,822,16.7
1019,8,4.36
1016,154,13.68
998,840,14.83
1066,830,19.39
1098,847,17.58
998,815,14.24
998,839,19.19
1107,846,6.66
1072,4,16.44
1043,841,27.47
1042,830,15.7
1023,826,17.31
1016,842,10.17
1046,822,20.08
1070,852,16.57
1074,848,15.44
1022,1,14.84
1010,847,21.46
1078,822,19.1
1022,1,14.84
1017,9,27.18
1030,1,14.46
1029,826,14.99
1002,830,16.86
1092,817,6.04
1023,844,9.38
1091,854,16.91
1083,825,14.17
1004,20,6.97
1042,8,4.27
1070,822,20.87
1083,840,14.02
1081,840,15.81
1069,839,17.08
1082,817,4.76
1093,4,16.67
1065,832,17.7
1098,815,16.21
1051,822,20.96
1017,822,16.16
1062,854,19.1
1020,20,7.98
1059,822,15.42
1072,4,16.44
1084,825,15.84
1060,4,16.87
1007,20,5.71
1036,815,17.09
1018,20,4.87
1001,845,20.56
1038,822,17.35
1032,832,17.61
1026,842,11.84
1021,1,15.1
1094,4,16.0
1102,4,16.01
1065,20,9.14
1061,847,20.18
1014,822,18.5
1024,825,13.17
1011,822,20.77
1083,815,16.53
1030,848,12.32
1035,807,15.01
1009,154,12.71
1109,815,12.37
1074,1,15.44
1104,844,9.07
1056,20,10.05
1027,842,12.52
1043,1,14.06
998,1,15.17
1038,1,14.19
1046,8,3.75
1004,8,6.61
1076,839,16.27
1015,825,11.59
1044,847,44.28
1034,817,3.11
1002,1,14.16
1105,844,13.48
999,825,11.94
1105,839,17.18
1088,825,13.99
1081,815,16.12
1060,852,15.23
1015,822,17.28
1008,830,17.76
1064,822,17.69
1073,840,15.82
1051,8,5.57
1039,815,15.19
1043,844,10.75
1020,1,14.32
1087,822,20.99
1086,817,4.93
1013,841,29.63
1063,20,6.13
1081,825,17.09
1027,154,12.93
1015,822,17.28
1005,830,15.51
1058,815,16.5
1073,841,26.38
1108,1,16.16
1020,815,17.58
1028,9,27.08
1043,832,18.31
1030,822,20.16
998,20,8.52
1085,842,12.96
1022,841,26.19
1012,20,5.01
1069,20,6.0
1088,832,18.36
1039,822,15.88
1075,1,19.48
1044,842,14.33
1014,846,6.12
1056,846,5.96
1062,830,15.92
997,807,17.25
1083,832,14.61
1056,8,7.48
1005,815,13.49
1045,826,16.22
1078,1,15.43
1100,815,15.9
1088,822,19.94
1058,20,9.0
1013,815,19.99
1070,4,16.95
1098,807,17.71
1071,817,5.94
1064,9,25.96
1089,815,10.95
1076,815,16.21
1109,840,15.44
1075,840,16.85
1014,817,7.13
1033,848,15.91
1005,845,19.46
1109,815,12.37
1026,815,12.68
1021,841,26.07
1083,4,16.2
1026,847,18.47
1031,20,5.52
1010,832,23.57
1030,1,14.46
1051,839,18.09
1024,825,13.17
1060,839,17.59
1018,20,10.23
1086,832,16.61
1028,807,15.85
1043,1,14.06
1009,817,6.98
1092,815,16.48
1057,832,16.8
1028,847,18.82
1015,817,5.08
1029,1,15.73
1061,832,18.68
1052,847,21.6
1070,1,16.25
1077,20,5.9
1061,8,2.75
999,1,23.13
1108,807,16.27
1100,815,15.9
999,1,23.9
1085,20,7.03
1087,822,20.99
1060,830,13.85
1091,839,18.04
1074,830,11.97
1066,817,4.63
1037,154,13.52
1025,822,16.81
1005,8,3.78
1039,8,2.89
1015,815,12.55
1063,842,7.61
1026,20,7.33
1087,844,14.84
1017,830,14.72
999,817,7.21
1055,847,22.03
1061,852,15.95
1004,838,5.76
1093,1,11.8
1096,852,14.5
1021,20,7.88
1051,852,15.07
1025,826,16.78
1060,4,16.87
1006,840,15.38
1013,822,17.39
1057,847,21.23
1030,826,16.0
1055,1,13.28
1064,842,4.75
1004,840,15.2
1005,20,6.06
1067,842,5.22
1059,4,17.13
1102,4,16.01
1045,817,5.46
1057,840,15.97
1057,830,14.36
1064,815,13.92
1063,4,11.93
1036,815,17.09
1076,822,25.18
1091,854,16.91
1053,1,15.31
1057,1,15.33
1067,1,19.7
1045,817,5.46
1063,822,21.98
1100,807,15.59
1000,822,17.63
1041,815,12.66
1033,840,12.68
1081,4,15.52
1057,822,21.38
1066,817,4.63
997,1,15.13
1088,1,16.8
1021,840,14.93
1023,844,9.38
1076,832,17.12
1019,8,2.54
1062,4,17.19
1019,822,16.25
1059,841,26.75
1098,852,16.02
1013,822,17.39
1070,847,18.42
1036,826,17.2
1061,1,14.12
1035,832,21.25
1093,822,20.17
1071,842,11.24
1004,4,16.55
1101,822,25.5
1070,1,16.25
1006,840,15.38
1024,832,18.09
1012,8,3.49
1059,830,13.16
1045,8,2.93
1060,840,15.86
1074,4,16.55
1021,154,12.46
1087,20,6.07
1032,822,21.23
1039,815,15.19
1045,832,17.64
1065,839,19.28
1020,1,14.37
1093,825,13.14
1024,8,2.7
1000,815,16.36
1088,840,13.07
1039,815,15.19
1053,4,19.74
1071,849,2.39
1038,20,6.91
1104,846,5.63
1055,1,11.72
1107,4,13.5
1021,825,16.5
1023,154,13.56
1029,8,3.57
1029,846,6.63
1110,817,5.25
1096,20,5.66
1077,832,15.05
1102,815,15.48
1010,1,15.81
1053,832,19.25
1092,832,13.93
1084,20,6.81
997,1,15.42
1077,832,15.05
1096,20,5.66
1074,822,21.22
1038,832,15.9
1079,817,6.5
1089,4,10.46
1076,830,12.03
1002,1,14.16
1093,20,6.07
1109,842,12.98
1063,842,7.61
1088,20,7.02
1086,847,16.58
1105,830,12.87
1005,807,16.8
1005,1,14.17
1003,825,16.09
1060,1,14.99
1073,852,14.36
1031,832,18.39
1095,4,16.29
1001,8,2.79
1065,815,11.22
1093,842,12.53
1025,822,16.81
1053,20,6.97
1107,4,12.53
1003,839,17.53
1003,828,6.98
1083,825,14.17
1024,20,6.2
1092,822,19.54
1064,4,16.9
1092,20,7.56
1007,840,15.41
1030,847,18.89
1032,826,17.3
1105,832,17.77
1015,842,8.34
1089,830,10.94
1037,1,12.56
1019,841,28.25
1058,8,4.92
1087,849,2.05
1002,154,12.62
1037,817,4.75
1070,817,7.64
1092,832,13.93
1014,847,21.5
1016,848,17.46
1098,848,16.3
1017,846,6.07
1018,842,11.91
1039,1,13.38
1055,4,16.64
1032,1,13.64
1025,832,17.87
1065,840,13.84
1092,815,16.48
1093,817,6.09
1035,846,6.12
998,830,17.33
1061,4,12.83
1005,843,13.05
1056,830,13.34
1092,815,16.48
1013,807,17.68
1026,842,11.84
999,839,20.83
1074,840,13.99
1021,817,5.35
1055,822,20.03
1055,20,6.81
1004,20,6.23
1059,852,18.5
1041,1,11.68
1029,154,12.43
1012,8,2.47
1021,8,3.92
1019,842,4.7
1002,822,17.16
1058,830,13.8
1040,832,13.9
1094,4,16.0
997,1,18.6
1107,807,17.01
1065,846,7.39
1018,817,7.15
1052,1,13.81
1030,815,13.27
1000,154,12.53
1088,20,7.02
1101,830,12.19
1046,815,16.72
1085,840,14.7
1109,839,19.15
1087,844,14.84
1032,817,5.12
1052,817,4.45
1110,817,5.25
1071,20,6.73
1101,840,14.07
1084,825,15.84
1000,845,21.64
1000,840,15.5
1089,840,15.92
1000,20,4.71
1057,830,14.36
1010,20,6.57
1075,854,37.46
1032,1,13.64
1102,4,16.01
1011,20,11.59
1041,846,6.02
1078,842,11.31
1018,154,13.06
1015,154,13.67
1099,822,26.02
1018,822,16.89
1012,8,2.47
1004,840,15.2
1013,848,17.76
1033,822,20.35
1052,815,16.15
1023,832,18.41
1091,815,16.03
1086,825,17.7
1110,844,9.38
1060,8,8.6
1036,839,19.9
1069,4,16.58
1084,840,16.46
1002,825,17.34
1041,8,2.73
1059,815,16.6
1038,846,6.2
1012,1,13.73
1056,8,2.29
1038,832,15.9
1019,1,13.71
1077,20,5.9
1040,20,6.91
1038,1,14.19
1044,8,2.76
1031,8,4.9
997,840,15.83
1001,830,15.76
1051,8,8.86
1004,830,19.26
1105,1,15.18
1066,817,4.63
1010,822,17.67
1075,855,16.43
998,154,12.43
1063,4,13.46
1047,815,13.7
1064,822,17.69
1081,854,19.77
1008,20,7.05
1002,807,18.26
1051,847,18.46
1074,815,14.41
1024,8,2.7
1012,826,17.67
1088,854,15.27
1055,4,18.42
1000,822,17.63
1030,8,2.74
1056,4,16.66
998,4,16.4
1051,4,12.51
1038,849,2.28
1089,20,7.01
1041,822,20.2
1054,815,17.35
1007,1,15.72
1073,832,17.2
1079,815,16.71
1084,1,16.51
1080,830,12.11
1069,4,16.58
1082,840,14.21
1091,1,14.41
1010,154,13.32
1045,830,17.2
1087,840,13.86
1070,20,5.05
1003,832,18.81
1006,828,6.07
1063,1,14.39
1020,1,15.82
1047,8,3.18
1074,4,15.57
1021,830,17.29
1023,8,4.07
1009,815,13.44
1024,822,17.78
1066,849,2.11
1087,839,18.69
1033,815,14.72
1081,847,16.05
1007,828,5.59
1052,815,16.15
1016,841,26.9
1039,817,4.45
1034,817,3.11
1091,847,44.37
1006,4,15.77
1018,832,20.14
1061,4,12.83
1024,817,5.46
1063,20,6.13
1081,815,16.12
1073,1,15.38
1053,846,5.23
1000,4,17.5
1028,807,15.85
1089,815,10.95
1053,20,6.97
1085,825,16.54
1014,822,18.5
1015,826,14.24
1051,20,5.67
1069,817,6.37
1104,807,17.26
1027,826,15.06
1061,8,6.7
1031,840,16.7
1055,844,8.91
1079,839,19.18
1021,825,16.5
1085,815,16.53
1063,8,3.69
1016,830,16.81
1091,830,11.89
1060,4,16.87
1060,852,15.23
1026,9,40.71
1071,20,6.73
1035,8,2.86
1039,154,13.44
1020,817,7.06
1066,1,14.78
1016,9,26.85
1006,20,5.69
1077,20,5.9
1037,847,23.27
1092,852,14.56
1000,817,7.12
1073,815,14.15
1070,1,16.25
1081,1,14.13
1106,4,16.35
1019,817,3.59
1043,842,7.85
1052,8,2.22
1016,20,5.54
997,4,19.46
1062,4,17.57
1096,1,15.75
1109,4,17.08
1030,822,20.16
1055,817,4.17
1044,826,16.82
1001,20,11.94
1078,815,17.19
1027,1,14.81
1088,815,17.14
1057,4,17.69
1063,1,18.4
1010,1,15.81
1044,815,16.44
1078,817,5.16
1029,848,12.25
1011,20,6.05
1027,8,4.22
1053,1,15.31
1026,817,5.6
1067,20,6.76
1005,8,7.33
1088,848,14.77
1031,830,16.14
1071,830,17.37
1100,1,16.29
1043,8,4.3
1066,815,13.83
1039,830,15.6
1019,826,17.08
1039,815,15.19
1019,840,15.31
1003,8,4.3
1067,817,5.44
1015,815,12.55
1047,825,16.86
1024,817,5.46
999,20,17.38
1011,1,13.16
1073,832,17.2
1094,832,18.77
1059,8,4.45
1088,817,5.34
1091,830,11.89
1021,825,16.5
1041,842,11.71
1043,830,16.66
1085,852,16.32
1035,8,5.29
1015,842,8.34
1023,822,16.43
1108,4,16.48
1057,840,15.97
1053,8,5.73
1028,20,8.36
998,4,17.32
1012,822,20.49
1084,815,16.01
1091,4,9.93
1040,20,6.91
1105,815,12.64
1001,20,6.84
1030,1,14.46
1096,839,17.58
1028,832,19.36
1064,1,14.89
1078,822,19.1
1060,4,16.87
1038,825,17.31
1022,825,16.42
1067,832,17.52
1003,815,19.16
1088,842,12.82
1074,825,12.52
1009,825,16.6
1016,1,13.07
1023,8,5.44
1026,832,17.64
1082,825,12.01
1065,842,7.57
999,817,5.4
998,807,16.21
1102,847,15.79
1051,8,2.74
1056,830,13.34
1024,9,25.9
1019,807,16.6
1044,817,4.98
1067,830,16.84
1006,807,15.33
1085,847,17.02
1101,842,12.48
1013,846,6.26
1053,846,5.23
1072,20,7.39
1104,807,17.26
1062,830,15.92
1023,815,10.2
1108,815,14.01
1033,817,5.23
1003,20,5.67
1013,822,17.39
1059,839,18.59
1016,154,13.68
1016,840,15.36
1015,841,26.89
1011,807,17.67
1062,841,41.59
1106,840,14.39
1087,20,6.07
1075,817,5.37
1018,844,9.56
1063,4,13.46
1069,840,15.5
1080,842,12.78
1001,807,17.71
1007,844,14.78
1064,20,6.85
1018,832,20.14
1047,815,13.7
1082,846,6.11
1046,817,4.76
1072,815,15.9
1102,852,16.29
1043,20,9.26
1074,852,15.87
999,1,17.76
1024,848,12.52
1057,817,5.63
1013,1,15.03
1075,807,16.24
1038,840,13.48
1026,807,16.43
1063,839,17.25
1013,1,15.03
1039,825,16.59
1058,841,26.91
1059,817,3.53
1019,8,4.36
1073,822,17.89
1102,815,15.48
1104,844,9.07
1064,1,14.83
1014,822,18.5
1053,1,16.68
1039,20,5.88
1034,8,2.3
1054,20,6.72
1062,817,4.95
1047,830,15.21
1055,4,16.64
1044,8,5.36
1008,830,17.76
1086,817,4.93
1021,822,19.55
1104,807,17.26
1093,815,12.99
1035,817,4.99
1045,839,17.64
1025,830,15.76
1098,822,24.44
1011,817,5.19
1001,8,2.79
1000,832,17.84
1004,8,4.68
1009,815,16.66
1060,1,14.99
1024,832,18.09
1055,815,12.06
1044,8,2.76
1079,825,16.93
1074,832,17.04
1055,1,14.28
1041,807,16.61
1034,847,21.73
1042,830,15.7
1078,815,17.19
1025,830,15.76
1107,847,21.49
1047,849,2.35
1105,4,17.03
1066,20,9.29
1030,844,9.34
998,4,17.32
1084,847,16.75
1044,825,16.63
1054,4,16.82
1066,832,16.42
1051,1,14.23
1064,832,18.87
1058,817,5.18
1003,815,16.05
1083,822,20.79
1078,849,2.07
1012,20,5.01
1008,844,10.24
1110,848,16.76
1016,825,11.41
1000,830,16.26
1015,8,2.31
1000,840,15.5
1038,832,15.9
1055,815,12.06
1046,822,20.08
1006,830,18.05
1013,20,5.24
1069,8,4.34
1062,846,6.07
1082,832,16.28
1034,825,18.32
1011,825,14.74
1021,815,13.39
1052,1,13.81
1017,817,5.01
1007,4,15.79
1064,840,16.79
1056,4,16.66
1100,825,17.85
1108,840,14.47
1007,840,15.41
1035,807,15.01
1066,817,4.63
1061,842,12.83
1109,822,21.38
999,8,8.17
1002,817,5.44
1044,1,15.2
1101,846,6.17
1022,830,15.92
1020,817,5.2
1079,842,12.91
1030,826,16.0
1042,826,17.56
1015,8,3.62
1039,840,14.46
1081,4,16.96
1082,817,4.76
1042,815,15.83
1041,1,11.8
1037,844,14.73
1021,20,4.64
1085,4,16.05
1073,849,2.78
1098,4,17.11
1096,20,5.66
1044,840,12.33
997,843,17.94
1023,8,4.07
1061,815,13.39
1078,815,17.19
1065,832,17.7
1030,825,16.23
1017,9,27.07
1100,855,15.67
1029,807,14.35
1094,822,20.27
1073,1,15.58
1056,852,16.92
1008,8,7.34
1009,815,13.44
1030,825,16.23
1032,817,5.12
1095,817,6.1
998,4,17.92
1079,842,12.91
1057,841,28.2
1025,154,11.96
1007,4,17.43
1020,8,3.03
1107,822,22.64
1070,839,20.93
1095,830,12.59
1056,840,16.86
998,839,19.19
1016,847,20.58
1037,840,15.45
1006,815,13.11
1003,825,16.09
1045,830,17.2
1095,4,16.29
1033,839,20.41
1032,817,5.12
1004,842,13.67
1021,842,10.7
1106,822,23.17
1109,815,12.37
1028,1,16.43
1060,1,14.99
1058,815,16.5
1087,20,6.07
1039,830,15.6
1029,822,20.15
1092,1,19.08
1035,842,10.73
1021,817,5.35
1007,20,12.4
1088,817,5.34
1106,842,12.34
1034,20,5.9
1095,4,16.29
1023,842,13.63
1004,8,4.57
1043,839,19.05
1002,4,16.31
1026,842,11.84
1064,9,24.69
1081,1,14.13
1037,8,2.82
1085,840,14.7
1094,1,11.56
1054,817,5.23
1023,822,16.43
1005,842,11.81
1008,807,16.04
1094,825,17.01
1001,20,7.54
1091,848,17.78
1027,1,14.81
1085,4,16.05
1010,832,23.57
1057,847,21.23
1009,822,17.12
1012,1,13.73
1106,1,14.35
1035,847,21.2
1089,817,5.44
1065,849,2.04
1014,844,9.0
1063,832,19.34
1007,822,18.38
1083,1,15.21
1029,807,14.35
1093,840,12.86
1021,822,19.55
1017,807,17.31
1000,20,4.71
1094,849,2.5
1088,815,17.14
1062,4,17.19
1073,20,7.33
1108,807,16.27
1027,825,16.23
1033,154,14.03
1029,154,12.43
1047,840,12.97
1027,1,14.81
1084,847,16.75
1085,20,7.03
1077,839,20.1
1009,840,16.23
1065,822,19.8
1027,9,25.96
1051,8,8.86
1024,815,14.23
1000,828,7.81
1107,807,17.01
999,4,16.63
1010,154,13.32
1011,830,14.77
1101,807,17.81
1066,842,12.97
1045,832,17.64
1073,4,16.54
1022,822,16.21
1020,817,5.2
1066,8,2.55
1026,822,14.55
1080,822,21.88
1029,8,3.57
1011,842,11.04
1005,154,12.3
1011,815,13.97
1109,840,15.44
1026,8,3.76
1030,8,2.74
1014,20,5.57
1011,8,4.05
1063,1,14.39
1002,825,17.34
1018,847,44.76
1039,1,13.38
1056,817,7.19
1055,832,15.93
999,843,16.41
1067,841,25.45
1087,830,11.19
1046,844,12.8
1094,4,16.0
1071,839,17.76
998,807,16.21
1071,1,23.3
1010,830,15.2
1057,849,2.77
1065,20,9.14
1001,4,17.37
1017,815,13.58
999,154,13.38
1093,825,13.14
1017,20,5.59
1057,815,15.64
1067,817,5.44
1005,1,14.16
997,4,17.89
1024,847,19.9
1032,846,5.2
1023,9,25.75
1004,1,14.15
1044,1,15.2
1051,842,7.59
1100,832,18.67
997,807,17.25
1086,1,16.46
1070,842,5.11
1096,1,15.75
1023,815,10.2
1073,4,16.54
1045,822,19.78
1080,848,16.94
1096,1,15.75
1057,840,15.97
1021,817,5.35
1081,4,16.96
1014,830,14.56
1033,1,13.79
1096,846,6.83
1073,8,2.93
1014,154,13.64
1011,832,18.15
1082,844,13.58
1078,20,6.86
1016,1,14.26
1007,839,18.69
1018,815,14.06
1024,817,5.46
1003,830,16.83
1053,830,12.9
1101,830,12.19
1069,822,19.09
1029,807,14.35
1051,20,5.67
1037,1,12.56
1015,815,12.55
1092,830,12.63
1044,825,16.63
1095,815,12.42
1058,8,2.29
1104,844,9.07
1102,4,14.5
1107,825,11.31
1109,847,19.37
1022,846,5.85
1014,832,20.43
1069,846,5.81
1008,822,18.0
1029,817,5.64
1106,842,12.34
1088,4,15.68
1051,847,18.46
1035,826,17.41
1015,8,2.31
1029,841,22.46
1083,842,12.64
1075,825,15.77
1085,846,6.06
1017,842,12.49
1041,1,14.99
1088,815,17.14
1041,154,13.63
1099,807,15.77
1027,842,12.52
1091,817,5.02
1028,822,14.71
1033,20,4.6
1084,20,6.81
1060,832,19.95
1084,832,18.4
1024,830,15.92
1044,840,12.33
1081,815,16.12
1035,154,13.45
1002,845,20.58
1104,830,12.88
1109,817,5.18
1106,4,16.35
1063,839,17.25
1061,1,14.12
1108,4,16.88
1081,832,14.4
1042,817,4.92
1096,832,17.1
1031,8,2.6
1018,840,16.09
1079,20,6.88
1047,8,3.18
1061,842,12.83
1082,815,13.89
1085,848,16.17
1020,1,15.82
1071,830,17.37
1061,830,17.5
1003,817,5.45
1044,841,29.58
1085,20,7.03
1106,844,13.91
1021,842,10.7
1024,20,6.2
1039,154,13.44
1039,832,17.25
1088,830,13.16
1057,830,14.36
1073,8,5.65
1110,807,15.01
1071,822,17.38
1084,844,9.22
1022,830,15.92
1025,825,13.84
1110,817,5.25
1105,840,12.7
1094,20,7.19
1057,8,3.02
1016,8,2.86
1039,8,4.73
1023,154,13.56
1033,8,8.86
1033,840,12.68
1038,815,12.89
1040,842,12.05
1092,822,19.54
998,830,17.33
1078,825,18.54
1047,8,4.81
1069,20,6.0
1056,822,20.1
1085,830,11.32
1011,1,13.16
1011,817,5.19
1063,4,13.46
1024,825,13.17
1096,847,17.04
1001,1,14.8
1063,849,4.89
1008,1,14.66
1027,807,15.44
1087,1,14.94
1054,4,15.31
1088,20,7.02
1024,841,28.33
1058,1,15.29
1044,817,4.98
1028,825,16.98
1013,832,15.93
1041,826,15.81
1105,4,17.03
1078,4,17.06
1010,815,13.32
1088,1,16.26
1054,1,13.74
1018,807,16.97
1047,822,16.7
1054,817,5.23
1054,8,2.67
1072,832,17.54
1077,20,5.9
1063,839,17.25
1100,4,16.79
1003,830,16.83
1028,8,2.74
1014,842,9.84
1028,817,5.42
1007,1,15.72
1066,4,15.87
1002,840,15.47
1022,842,12.76
1071,4,16.94
1102,857,25.13
